coordinate_0,coordinate_1,coordinate_2,coordinate_3,coordinate_4,coordinate_5,coordinate_6,coordinate_7,coordinate_8,coordinate_9,coordinate_10,coordinate_11,coordinate_12,coordinate_13,coordinate_14,coordinate_15,coordinate_16,coordinate_17,coordinate_18,coordinate_19,coordinate_20,coordinate_21,coordinate_22,coordinate_23,coordinate_24,coordinate_25,coordinate_26,coordinate_27,coordinate_28,coordinate_29,coordinate_30,coordinate_31,coordinate_32,coordinate_33,coordinate_34,coordinate_35,coordinate_36,coordinate_37,coordinate_38,coordinate_39,coordinate_40,coordinate_41,objective
-8.679542106462375,-0.8691765306999752,-1.564768430923733,-1.2491630562943437,-1.0656204064657266,-1.437868179694642,-1.53886011543201,-0.1012015214131669,-1.7274734673695777,-0.0774762855336501,0.04580608962283711,-2.7138682792034885,0.025538752360490052,0.050156078793760335,0.06249730390071375,-2.01428233705105,-0.19826996961332452,-0.19423232218970796,-0.08955160394151677,-0.18201029091164775,-2.24053271465079,-0.022914766474342887,-0.018608342340979,-0.01570381503203519,-0.017354339120806472,-0.02146597277524483,0.06979027507533872,0.34636768527434375,0.022096127382769417,0.1787643044515719,0.3068013877707018,0.02347946517347593,0.1455788895373832,0.14170002131043102,0.29233970012887295,0.01802989710604797,0.13744292412288076,0.10541166924153955,0.135292857179134,0.28569644612980605,0.01581277893780064,2.0246102159803314,-7.735858175164356
-8.804725252616892,1.2756776964884353,1.1624664072493105,0.7950002287243235,1.317198715651236,0.9662493285960175,-1.5020830941929169,-0.1469565789465779,-2.0694040415074437,-0.40540013148739257,0.11821797891649972,-1.7086431252625403,-0.1487610132563562,-0.34069664599124017,0.010732847688430558,-1.7576678246003572,0.3394315225185626,0.07468102331249699,-0.16194351463040713,-0.12663986233432908,-3.7556975478047248,-0.027629526963950515,-0.02440287767655273,-0.021751457331804017,-0.02076138381205417,-0.022468950313478793,0.0719804546419917,0.3419109167683283,0.01971737425435615,0.17829763858544234,0.30060649918118676,0.016146085427708554,0.14018099038533058,0.13972580257629824,0.2972427100191428,0.013556943761106428,0.1333214345359685,0.10369760842813845,0.12799493326820238,0.28666398159891965,0.01040703792123202,1.9928303981772009,-7.730339776232521
-9.114920186121415,0.9231572253159886,1.3848438533164815,0.9130323598092658,1.2388753703120499,1.226692761803526,-1.2419908981515273,-0.358121672647565,-2.0693388516105222,0.08798313017785442,-0.026181593654550153,-1.8558989064350895,0.056377176455882576,-0.07781470737948526,-0.027512331907652808,-2.589759350834728,-0.06841495398428733,-0.04778232982498348,-0.08903020838945239,-0.039238256303710355,-3.073742916469116,-0.018122913599008215,-0.0198160868401412,-0.020407501373242813,-0.01476005560351251,-0.015889622065906096,0.07845114930333591,0.3410456969920019,0.02391584632413556,0.17679238198198843,0.30016920834466665,0.023459108542859177,0.14058327813002056,0.13843140386549777,0.2942981909245164,0.017295504807269088,0.1307509817630147,0.10032198630578276,0.13403761091614658,0.2876762275504048,0.02271124139873681,2.0271411703433895,-7.751593951490997
-8.94784609905796,1.1532971780955352,0.935027950854558,1.2530564183138608,1.3039035764413995,1.0563350652718115,-1.6810829439742405,0.23897265517232155,-1.7358722124319335,0.11008388676039506,0.11727108229229045,-1.8634787245983973,-0.39579636644245153,-0.1384090119583911,0.0011538454401055997,-1.604130854092574,-0.19531684205725708,-0.0908469151649463,-0.13501025646088413,-0.13865913099862257,-3.741160487573058,-0.02183672479955269,-0.022914585204591283,-0.026898456750429855,-0.022253216768096266,-0.02099456960615425,0.07393487580263039,0.3343613548429157,0.02598802468052261,0.17407145932565918,0.3059242296259101,0.01864642637739095,0.1377353117660007,0.14376410534023198,0.29221996096782066,0.02100885959103758,0.129455940571299,0.10391860063360672,0.13182055224793185,0.2934256704214617,0.01781692076362786,2.023508931503147,-7.744485416223938
-8.568296467751502,1.3238413826400042,1.1619273074931369,1.4294754053874663,1.0586638223623126,0.9214172984837666,-2.1105141667728184,0.0013769376258134078,-1.3962036735433838,-0.10980588965033522,-0.11660701960049963,-1.928489499785459,-0.01647743323021347,-0.025020826277949545,0.04998158530872419,-2.017092600037374,-0.06972348925954897,-0.07783331661556317,-0.11147081367880411,-0.1820487917160742,-2.982928598954747,-0.02762161281744627,-0.017929066200943037,-0.022549186074869915,-0.02009914163638381,-0.022804514504720107,0.0768530429652753,0.3430548917396115,0.024454250786857163,0.17936227256026993,0.29945667448459345,0.02803970701275724,0.1416355267181423,0.13985581092309562,0.2953315985146218,0.020921590924905226,0.1315785709610133,0.10823873363957766,0.13314356579018125,0.28876540580351434,0.01691786720063702,2.054225420177781,-7.742820259373826
-8.94784609905796,1.141307675480792,1.1913610566027364,1.1123987813354919,0.5926838086046804,1.446379074950939,-1.8687365396245978,0.004710608992103263,-2.2299974583650504,-0.01581881316156035,-0.09122178845778985,-1.4121518573308536,-0.18982708808834298,-0.03959177446384106,-0.12189745458916883,-1.9494609157590483,-0.045530374090006855,0.04337292758580948,-0.1500228518238742,-0.12212632995479443,-3.0611884106028877,-0.03019258424098279,-0.02588182347558822,-0.02204648362677614,-0.015988716422094557,-0.01978960484124971,0.07777184179047981,0.3387285060651363,0.020299310267179047,0.1820331697437899,0.3062473190706013,0.020146709945878322,0.14112535974335477,0.13479293853754432,0.2958630845068467,0.018200718468072558,0.13125832946501953,0.10123880596091032,0.13596906879393394,0.2874955633604597,0.011796384610407468,2.0160399628077483,-7.738105457560725
-9.433403920090221,1.0883310471420267,1.1190833343846556,0.5095247758116138,1.705924251189831,1.3119580025710418,-1.4834601943754564,-0.22333389629502137,-1.645533578519923,0.0031180737481141126,-0.1829694740795609,-2.0517649019591486,-0.19108041890888858,0.20538782053652208,0.009040410613190303,-1.0873225503829453,0.12965156376947215,-0.11732008489933406,-0.09619501604948864,-0.24637816034454757,-3.5841818680078172,-0.02436943922119286,-0.01828275325752251,-0.020930658152509905,-0.01875672170943809,-0.016851523846501126,0.07364538864028805,0.3441872029051067,0.019647279822325413,0.17810315869080193,0.29868679281816274,0.020315152457828858,0.13806444207276103,0.13991415810354438,0.29663345670023705,0.014594296251098761,0.12797907402783804,0.09963864102505296,0.12888970653728332,0.28526783735956496,0.018399496525531668,2.0327050948665297,-7.730445224455993
-8.622373690872118,1.3466891554061455,1.3208175176610604,0.8782630226285789,1.1009725018107779,0.9823076911709937,-1.0823097769568022,0.06625410358553688,-2.022033146329721,-0.28052896052706117,-0.26125031672580523,-0.7213898879323895,-0.0511191870852335,0.14227321887988842,-0.4343972838294703,-2.7681208739072316,-0.1627927374416218,0.03640414145570595,-0.1665178198536656,-0.049456598158364,-4.287690097951204,-0.018261306654387792,-0.0273242047787481,-0.02744881292469466,-0.020567934549251488,-0.01899092915673028,0.07832715395091354,0.3404108616378991,0.02389265998674148,0.17397924896281836,0.2983032966060995,0.02372927108737171,0.13914943756478315,0.13697560590020097,0.2964770985759093,0.016989837918752394,0.13590721615293444,0.10386779229353162,0.1346902027781774,0.29374039312822475,0.018599014802745898,2.027852429939378,-7.746841768205204
-8.334631605817675,1.1935630734527096,0.9539301540624874,1.3521557004481208,0.8340362334044009,1.3229254617988868,-1.50744081432118,-0.21509489385003983,-1.5248979252035983,-0.11987758948106048,0.10063901930516776,-1.4122167355196698,-0.014010194402646716,-0.30125634485425995,-0.4304250708595243,-1.5758554452961708,0.04982066541459962,0.0013879351929784488,0.21064944622893272,-0.19591933053625374,-3.3736955704951117,-0.019306539242770513,-0.020161872908408554,-0.021592638236019354,-0.016862632537818507,-0.025661306607618735,0.07561841460505049,0.3430302623353177,0.0241748795874444,0.1796263216718324,0.3040234625323513,0.01853187700112205,0.14482179865908648,0.1345397394553239,0.29049463863301855,0.02084304209983607,0.13296526658214616,0.10725636362000342,0.1359429788829903,0.2843433342646962,0.017725661814239534,2.028147936482914,-7.74225583178136
-8.216818562509337,0.9116242016956223,0.9134019948360127,1.325531002486662,0.68456236405476,1.6455064838338875,-1.8007067150545268,-0.17899537449030828,-1.6227197255127246,0.048359434936064996,-0.027397327838344435,-2.3433938852803324,0.003027319216447079,-0.2372233114559102,-0.09377027175322795,-1.2700098461709572,-0.06347590738866507,0.019799059287381297,-0.03332073737809531,-0.13816225048543657,-2.7867117285407756,-0.014788680692883496,-0.018681221245910023,-0.01884129706809587,-0.01975839498320604,-0.02153751011965406,0.07359167775981543,0.3425256610027771,0.024003944566212704,0.18004203550957062,0.2964237409326053,0.021477781059308268,0.1393805363919788,0.1357881068086776,0.29882195803794115,0.019379786427995413,0.13398981967330406,0.09949642355080816,0.13346653173650322,0.2935514037308603,0.018062663795828496,2.0010416509754316,-7.751850553554819
